experiment,variant,image_id,file_name,seq_len,gt_seq,pred_seq,old_IDR_correct,IDR2_correct,IRA_exact_sequence
wo.CLIP2SAM,crf,459,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/459.png,9,"[9, 10, 11, 12, 13, 14, 15, 16, 17]","[9, 11, 12, 13, 14, 15, 16, 17, 17]",9,2,0
wo.CLIP2SAM,crf,460,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/460.png,10,"[8, 9, 10, 11, 12, 13, 14, 15, 16, 17]","[6, 7, 0, 0, 0, 0, 0, 16, 17, 17]",3,1,0
wo.CLIP2SAM,crf,461,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/461.png,6,"[12, 13, 14, 15, 16, 17]","[12, 13, 14, 15, 16, 17]",6,6,1
wo.CLIP2SAM,crf,462,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/462.png,12,"[6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]","[0, 6, 7, 9, 0, 0, 0, 0, 0, 0, 0, 0]",1,1,0
wo.CLIP2SAM,crf,463,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/463.png,10,"[8, 9, 10, 11, 12, 13, 14, 15, 16, 17]","[9, 10, 11, 12, 13, 14, 15, 16, 17, 17]",9,1,0
wo.CLIP2SAM,crf,464,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/464.png,8,"[10, 11, 12, 13, 14, 15, 16, 17]","[11, 12, 13, 14, 15, 16, 17, 17]",8,1,0
wo.CLIP2SAM,crf,465,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/465.png,6,"[12, 13, 14, 15, 16, 17]","[6, 0, 0, 0, 0, 0]",0,0,0
wo.CLIP2SAM,crf,466,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/466.png,9,"[9, 10, 11, 12, 13, 14, 15, 16, 17]","[11, 12, 13, 14, 15, 16, 17, 17, 17]",9,1,0
wo.CLIP2SAM,crf,DR_100_s3_e15,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/DR_100_s3_e15.jpg,13,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,0
wo.CLIP2SAM,crf,DR_102_s1_e12,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/DR_102_s1_e12.jpg,12,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,0,0
wo.CLIP2SAM,crf,DR_108_s3_e12,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/DR_108_s3_e12.jpg,10,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[2, 3, 0, 0, 0, 0, 0, 0, 0, 0]",2,2,0
wo.CLIP2SAM,crf,DR_111_s4_e14,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/DR_111_s4_e14.jpg,11,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,0
wo.CLIP2SAM,crf,DR_116_s4_e14,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/DR_116_s4_e14.jpg,11,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,0
wo.CLIP2SAM,crf,DR_117_s1_e12,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/DR_117_s1_e12.jpg,12,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",11,0,0
wo.CLIP2SAM,crf,DR_124_s4_e13,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/DR_124_s4_e13.jpg,10,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","[2, 3, 0, 0, 6, 0, 0, 0, 0, 0]",0,0,0
wo.CLIP2SAM,crf,DR_129_s3_e13,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/DR_129_s3_e13.jpg,11,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","[11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,0,0
wo.CLIP2SAM,crf,DR_138_s4_e14,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/DR_138_s4_e14.jpg,11,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,0
wo.CLIP2SAM,crf,DR_141_s3_e12,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/DR_141_s3_e12.jpg,10,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,0
wo.CLIP2SAM,crf,DR_148_s3_e14,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/DR_148_s3_e14.jpg,12,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,0
wo.CLIP2SAM,crf,DR_149_s2_e14,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/DR_149_s2_e14.jpg,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,0
wo.CLIP2SAM,crf,DR_158_s3_e13,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/DR_158_s3_e13.jpg,11,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","[0, 0, 0, 14, 15, 16, 0, 0, 0, 0, 0]",0,0,0
wo.CLIP2SAM,crf,DR_162_s2_e15,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/DR_162_s2_e15.jpg,14,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]","[1, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3,3,0
wo.CLIP2SAM,crf,DR_170_s2_e15,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/DR_170_s2_e15.jpg,14,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]","[1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,2,0
wo.CLIP2SAM,crf,DR_171_s1_e13,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/DR_171_s1_e13.jpg,13,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","[1, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3,0,0
wo.CLIP2SAM,crf,DR_174_s4_e13,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/DR_174_s4_e13.jpg,10,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","[3, 4, 5, 6, 7, 8, 9, 10, 12, 13]",9,8,0
wo.CLIP2SAM,crf,DR_175_s4_e13,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/DR_175_s4_e13.jpg,10,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","[11, 12, 5, 6, 7, 8, 9, 10, 11, 12]",10,8,0
wo.CLIP2SAM,crf,DR_177_s3_e14,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/DR_177_s3_e14.jpg,12,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,0
wo.CLIP2SAM,crf,DR_17_s3_e13,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/DR_17_s3_e13.jpg,11,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,0
wo.CLIP2SAM,crf,DR_194_s4_e14,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/DR_194_s4_e14.jpg,11,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,0
wo.CLIP2SAM,crf,DR_19_s3_e15,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/DR_19_s3_e15.jpg,13,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,0
wo.CLIP2SAM,crf,DR_1_s3_e12,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/DR_1_s3_e12.jpg,10,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,0
wo.CLIP2SAM,crf,DR_203_s4_e13,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/DR_203_s4_e13.jpg,10,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","[0, 0, 0, 6, 0, 0, 0, 0, 0, 0]",1,1,0
wo.CLIP2SAM,crf,DR_204_s1_e12,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/DR_204_s1_e12.jpg,12,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[1, 2, 3, 4, 5, 0, 0, 0, 0, 0, 0, 0]",5,0,0
wo.CLIP2SAM,crf,DR_214_s1_e13,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/DR_214_s1_e13.jpg,13,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",12,0,0
wo.CLIP2SAM,crf,DR_224_s3_e15,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/DR_224_s3_e15.jpg,13,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,0
wo.CLIP2SAM,crf,DR_227_s3_e15,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/DR_227_s3_e15.jpg,13,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]","[11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,0,0
wo.CLIP2SAM,crf,DR_228_s1_e12,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/DR_228_s1_e12.jpg,12,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,0,0
wo.CLIP2SAM,crf,DR_23_s1_e12,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/DR_23_s1_e12.jpg,12,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[1, 2, 3, 4, 5, 6, 7, 8, 0, 0, 0, 0]",8,0,0
wo.CLIP2SAM,crf,DR_241_s2_e15,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/DR_241_s2_e15.jpg,14,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]","[1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,2,0
wo.CLIP2SAM,crf,DR_257_s2_e13,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/DR_257_s2_e13.jpg,12,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","[1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,2,0
wo.CLIP2SAM,crf,DR_261_s3_e14,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/DR_261_s3_e14.jpg,12,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]","[1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,0
wo.CLIP2SAM,crf,DR_270_s2_e15,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/DR_270_s2_e15.jpg,14,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]","[1, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3,3,0
wo.CLIP2SAM,crf,DR_277_s4_e14,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/DR_277_s4_e14.jpg,11,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]","[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",11,11,1
wo.CLIP2SAM,crf,DR_281_s2_e15,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/DR_281_s2_e15.jpg,14,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1,0
wo.CLIP2SAM,crf,DR_282_s4_e13,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/DR_282_s4_e13.jpg,10,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,0
wo.CLIP2SAM,crf,DR_288_s2_e12,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/DR_288_s2_e12.jpg,11,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",11,11,1
wo.CLIP2SAM,crf,DR_290_s3_e14,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/DR_290_s3_e14.jpg,12,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]","[11, 12, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3,0,0
wo.CLIP2SAM,crf,DR_292_s4_e13,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/DR_292_s4_e13.jpg,10,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,0
wo.CLIP2SAM,crf,DR_297_s2_e14,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/DR_297_s2_e14.jpg,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]","[1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,2,0
wo.CLIP2SAM,crf,DR_298_s3_e13,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/DR_298_s3_e13.jpg,11,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,0
wo.CLIP2SAM,crf,DR_29_s4_e14,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/DR_29_s4_e14.jpg,11,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,0
wo.CLIP2SAM,crf,DR_303_s4_e13,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/DR_303_s4_e13.jpg,10,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","[3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",10,10,1
wo.CLIP2SAM,crf,DR_304_s1_e13,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/DR_304_s1_e13.jpg,13,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","[1, 2, 3, 4, 5, 6, 0, 0, 0, 0, 0, 0, 0]",6,0,0
wo.CLIP2SAM,crf,DR_307_s2_e14,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/DR_307_s2_e14.jpg,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]","[1, 2, 3, 4, 5, 6, 7, 0, 0, 0, 0, 0, 0]",7,7,0
wo.CLIP2SAM,crf,DR_317_s2_e12,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/DR_317_s2_e12.jpg,11,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[1, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0]",3,3,0
wo.CLIP2SAM,crf,DR_321_s3_e15,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/DR_321_s3_e15.jpg,13,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,0
wo.CLIP2SAM,crf,DR_334_s3_e12,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/DR_334_s3_e12.jpg,10,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[0, 0, 0, 0, 15, 0, 0, 0, 0, 0]",0,0,0
wo.CLIP2SAM,crf,DR_340_s1_e13,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/DR_340_s1_e13.jpg,13,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","[11, 12, 13, 14, 15, 15, 17, 17, 17, 12, 14, 14, 15]",3,0,0
wo.CLIP2SAM,crf,DR_341_s3_e12,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/DR_341_s3_e12.jpg,10,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,0
wo.CLIP2SAM,crf,DR_346_s3_e13,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/DR_346_s3_e13.jpg,11,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","[11, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,0,0
wo.CLIP2SAM,crf,DR_355_s4_e14,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/DR_355_s4_e14.jpg,11,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]","[3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14]",10,9,0
wo.CLIP2SAM,crf,DR_366_s2_e15,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/DR_366_s2_e15.jpg,14,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]","[1, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3,3,0
wo.CLIP2SAM,crf,DR_36_s2_e13,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/DR_36_s2_e13.jpg,12,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1,0
wo.CLIP2SAM,crf,DR_370_s3_e15,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/DR_370_s3_e15.jpg,13,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,0
wo.CLIP2SAM,crf,DR_376_s1_e13,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/DR_376_s1_e13.jpg,13,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",12,0,0
wo.CLIP2SAM,crf,DR_37_s1_e13,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/DR_37_s1_e13.jpg,13,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",12,0,0
wo.CLIP2SAM,crf,DR_380_s2_e14,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/DR_380_s2_e14.jpg,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]","[1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,2,0
wo.CLIP2SAM,crf,DR_383_s4_e14,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/DR_383_s4_e14.jpg,11,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]","[2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,0
wo.CLIP2SAM,crf,DR_385_s1_e12,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/DR_385_s1_e12.jpg,12,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1,0
wo.CLIP2SAM,crf,DR_390_s2_e14,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/DR_390_s2_e14.jpg,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]","[1, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3,3,0
wo.CLIP2SAM,crf,DR_391_s3_e13,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/DR_391_s3_e13.jpg,11,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","[1, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,0
wo.CLIP2SAM,crf,DR_393_s1_e13,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/DR_393_s1_e13.jpg,13,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,0,0
wo.CLIP2SAM,crf,DR_395_s3_e12,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/DR_395_s3_e12.jpg,10,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,0
wo.CLIP2SAM,crf,DR_3_s1_e13,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/DR_3_s1_e13.jpg,13,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",12,0,0
wo.CLIP2SAM,crf,DR_407_s2_e15,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/DR_407_s2_e15.jpg,14,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]","[1, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3,3,0
wo.CLIP2SAM,crf,DR_409_s1_e12,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/DR_409_s1_e12.jpg,12,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,0,0
wo.CLIP2SAM,crf,DR_420_s1_e12,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/DR_420_s1_e12.jpg,12,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",11,0,0
wo.CLIP2SAM,crf,DR_426_s3_e12,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/DR_426_s3_e12.jpg,10,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,0
wo.CLIP2SAM,crf,DR_428_s2_e12,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/DR_428_s2_e12.jpg,11,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,2,0
wo.CLIP2SAM,crf,DR_429_s4_e13,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/DR_429_s4_e13.jpg,10,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","[11, 12, 5, 6, 7, 8, 9, 10, 11, 12]",10,8,0
wo.CLIP2SAM,crf,DR_436_s2_e14,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/DR_436_s2_e14.jpg,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",13,13,1
wo.CLIP2SAM,crf,DR_437_s4_e14,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/DR_437_s4_e14.jpg,11,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,0
wo.CLIP2SAM,crf,DR_43_s3_e12,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/DR_43_s3_e12.jpg,10,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,0
wo.CLIP2SAM,crf,DR_444_s2_e14,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/DR_444_s2_e14.jpg,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]","[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",12,0,0
wo.CLIP2SAM,crf,DR_449_s3_e14,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/DR_449_s3_e14.jpg,12,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]","[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",11,0,0
wo.CLIP2SAM,crf,DR_457_s3_e15,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/DR_457_s3_e15.jpg,13,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]","[11, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,0,0
wo.CLIP2SAM,crf,DR_464_s3_e14,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/DR_464_s3_e14.jpg,12,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,0
wo.CLIP2SAM,crf,DR_473_s3_e14,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/DR_473_s3_e14.jpg,12,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]","[1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,0
wo.CLIP2SAM,crf,DR_477_s2_e15,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/DR_477_s2_e15.jpg,14,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]","[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]",12,0,0
wo.CLIP2SAM,crf,DR_482_s3_e15,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/DR_482_s3_e15.jpg,13,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,0
wo.CLIP2SAM,crf,DR_487_s4_e13,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/DR_487_s4_e13.jpg,10,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,0
wo.CLIP2SAM,crf,DR_48_s2_e15,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/DR_48_s2_e15.jpg,14,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1,0
